OBJECTID_1,OBJECTID,Codfavela,Nome,Cod_Comple,Complexo,Flag_Ativa,Data_Cadas,Data_saida,Data_Alter,Porte,UPP,ShapeSTArea,ShapeSTLength,Pop_SABREN,Dom_SABREN,Fonte,Bairro_,RP,RA,AP,Shape_ST_1,Shape_ST_2
324,324,711,Jardim Nossa Senhora das Graças,2126,Jardim Nossa Senhora das Graças,1,2002-04-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,142472.957519531,5677.92150423998,1163,310,IBGE - Censo Demográfico 2010,0,5.2,18,5,5677.92150424,142472.959679
325,325,1081,Comunidade do Ecoponto,2126,Jardim Nossa Senhora das Graças,1,2009-05-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3773.224609375,249.606405394219,112,32,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,249.60640539,3773.22451325
326,326,850,Jardim Nossa Senhora das Graças III,2126,Jardim Nossa Senhora das Graças,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,10039.0068359375,439.873993596165,247,70,IBGE - Censo Demográfico 2010,0,5.2,18,5,439.87399361,10039.0055298
327,327,725,Cabuís (RA - Campo Grande),0,Isolada,1,2003-02-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,20485.2055664062,932.151419144717,285,79,IBGE - Censo Demográfico 2010,0,5.2,18,5,932.15141915,20485.2050485
328,328,811,Favela do Quiabo,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Vila Kennedy,9945.0966796875,739.507805210945,377,118,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,17,5,739.50780521,9945.09645005
329,329,990,Estrada do Lameirão,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5760.552734375,788.7055038592,124,34,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,788.70550386,5760.55100657
330,330,1071,Pousada dos Cavalheiros,0,Isolada,1,2009-05-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5715.08251953125,333.146289119324,67,18,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,333.14628912,5715.08327881
331,331,290,"Rua Teixeira Campos, nº 642",2128,Morro da Esperança,1,1981-09-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10979.0854492188,577.904849147489,321,102,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,577.90484915,10979.0839891
332,332,289,"Rua Teixeira Campos, nº 96/102",2128,Morro da Esperança,1,1981-09-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,25464.9916992188,839.306733409852,529,160,IBGE - Censo Demográfico 2010,0,5.2,18,5,839.30673341,25464.9932468
333,333,287,Morro da Esperança,2128,Morro da Esperança,1,1981-09-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,31999.5629882812,1254.50599358655,676,203,IBGE - Censo Demográfico 2010,0,5.2,18,5,1254.50599359,31999.5623904
334,334,988,Rua Anes Dias,2118,Fazenda Coqueiro,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,29490.75390625,1489.03577833251,252,80,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1489.03577832,29490.7539898
335,335,1056,Comunidade da Favelinha,0,Isolada,1,2009-03-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,134729.744628906,3709.26156228517,1855,609,IBGE - Censo Demográfico 2010,0,5.1,17,5,3709.26156227,134729.746672
336,336,317,Parque Royal,0,Isolada,1,1981-06-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,85688.2387695312,1277.24572266076,6345,1956,IBGE - Censo Demográfico 2010,0,3.7,20,3,1277.24572266,85688.2405466
337,337,321,Rua Guariúba,2064,Morro do Dendê,1,1981-07-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6291.7109375,466.602156963021,201,65,IBGE - Censo Demográfico 2010,0,3.7,20,3,466.60215696,6291.70987034
338,338,307,Bairro da Sapucaia,2065,Praia da Rosa,1,1981-07-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21855.0166015625,709.702337353614,1567,477,IBGE - Censo Demográfico 2010,0,3.7,20,3,709.70233735,21855.0154242
339,339,319,Praia da Rosa,2065,Praia da Rosa,1,1988-06-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,30754.2583007812,1112.01061197378,1832,558,IBGE - Censo Demográfico 2010,0,3.7,20,3,1112.01061198,30754.2580013
340,340,453,Maestro Arturo Toscanini,2063,Conjunto Residencial dos Servidores,1,1992-01-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4875.3251953125,330.705806879834,185,58,IBGE - Censo Demográfico 2010,0,3.7,20,3,330.70580687,4875.32600739
341,341,527,Luiza Regadas,2063,Conjunto Residencial dos Servidores,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,7324.32275390625,534.657888713,549,182,IBGE - Censo Demográfico 2010,0,3.7,20,3,534.65788871,7324.32366045
342,342,311,Conjunto Residencial dos Servidores Municipais,2063,Conjunto Residencial dos Servidores,1,1981-07-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,78907.3125,2666.34434742775,1369,437,IBGE - Censo Demográfico 2010,0,3.7,20,3,2666.34434742,78907.3127499
343,343,316,Parque Proletário dos Bancários,0,Isolada,1,1988-06-29T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,77240.2084960938,1298.67780449099,3728,1179,IBGE - Censo Demográfico 2010,0,3.7,20,3,1298.67780449,77240.2086404
344,344,324,Tremembé,0,Isolada,1,1981-07-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,17789.1513671875,718.364407921629,748,218,IBGE - Censo Demográfico 2010,0,3.7,20,3,718.36440792,17789.15159
345,345,313,Morro das Araras,2062,Bela Vista da Pichuna,1,1981-06-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,16546.1401367188,1057.07725802032,681,231,IBGE - Censo Demográfico 2010,0,3.7,20,3,1057.07725802,16546.1373164
346,346,874,Comunidade São João dos Operários,2066,"Rua Budapeste, nº 66",1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,9397.123046875,806.989256165693,392,135,IPP com base em IBGE - Censo Demográfico 2010,0,3.7,20,3,806.98925617,9397.12310058
347,347,452,"Rua Budapeste, nº 66",2066,"Rua Budapeste, nº 66",1,1988-08-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,27633.1528320312,1010.67574653102,657,229,IBGE - Censo Demográfico 2010,0,3.7,20,3,1010.67574654,27633.1517798
348,348,674,Rua Professor Silva Campos,2066,"Rua Budapeste, nº 66",1,2002-04-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18819.3271484375,1025.39556749446,705,237,IPP com base em IBGE - Censo Demográfico 2010,0,3.7,20,3,1025.39556749,18819.3265734
349,349,309,Bela Vista da Pichuna,2062,Bela Vista da Pichuna,1,1981-06-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,94304.1137695312,2108.96709493035,4122,1343,IBGE - Censo Demográfico 2010,0,3.7,20,3,2108.96709493,94304.1118902
350,350,449,Magno Martins,2062,Bela Vista da Pichuna,1,1990-03-06T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,4599.24072265625,353.1154567323,301,108,IBGE - Censo Demográfico 2010,0,3.7,20,3,353.11545673,4599.24003861
351,351,617,Morro do Gari,0,Isolada,1,1995-06-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,11971.2192382812,452.686890955875,260,91,IBGE - Censo Demográfico 2010,0,1.1,21,1,452.68689096,11971.2193897
352,352,792,Morro do PEC,0,Isolada,1,2003-02-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10083.5615234375,549.94300378056,391,133,IBGE - Censo Demográfico 2010,0,1.1,21,1,549.94300378,10083.5619047
353,353,615,A.M. do Morro do Vigário,0,Isolada,1,1995-06-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,9777.0205078125,482.523455785213,257,95,IBGE - Censo Demográfico 2010,0,1.1,21,1,482.52345579,9777.01973149
354,354,52,Morro dos Telégrafos,2009,Mangueira (RA - São Cristóvão),1,1981-03-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Mangueira,142449.805175781,3052.86253097561,6655,1985,IBGE - Censo Demográfico 2010,0,1.1,7,1,3052.86253099,142449.80913
355,355,36,Chapéu Mangueira,2017,Babilônia,1,1981-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Chapéu Mangueira / Babilônia,34595.2529296875,864.516803979163,1288,401,IBGE - Censo Demográfico 2010,0,2.1,5,2,864.51680398,34595.2527225
356,356,454,Luiz Marcelino,2013,Unidos de Santa Tereza,1,1990-02-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Fallet / Fogueteiro - Coroa,4421.525390625,332.081686200133,254,84,IBGE - Censo Demográfico 2010,0,1.1,23,1,332.0816862,4421.52369729
357,357,537,Morro da Cotia,2044,Lins,1,1993-04-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Lins,45531.7065429688,1043.39177419157,934,291,IBGE - Censo Demográfico 2010,0,3.2,13,3,1043.3917742,45531.7060154
358,358,1077,Avenida Canal II,0,Isolada,1,2009-05-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Maré,1836.72021484375,520.572080509089,12,5,IPP com base em IBGE - Censo Demográfico 2010,0,3.1,30,3,520.57208051,1836.72043369
359,359,932,Rua Mira,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,sem informação,Vila Cruzeiro,11485.7314453125,1071.09664108349,0,0, ,0,3.1,10,3,1071.09664108,11485.7319154
360,360,1087,Estrada Velha da Pavuna - Rua Sérgio Silva,2037,Parque Nova Maracá,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1142.04150390625,136.019392446309,98,32,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,136.01939244,1142.0406912
361,361,1088,Rua Armando Godói,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2216.6015625,268.265894598951,134,44,IPP com base em IBGE - Censo Demográfico 2010,0,3.4,12,3,268.2658946,2216.60118371
362,362,436,Vila São Pedro,0,Isolada,1,1990-02-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Manguinhos,11045.2626953125,755.896462566079,1003,330,IBGE - Censo Demográfico 2010,0,3.1,10,3,755.89646257,11045.2625781
363,363,557,Comunidade Agrícola de Higienópolis,0,Isolada,1,1992-01-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Manguinhos,19549.9008789062,1162.77957822262,1209,390,IBGE - Censo Demográfico 2010,0,3.1,10,3,1162.77957822,19549.9002018
364,364,443,Vila da Paz (RA - Barra da Tijuca),2107,Tijuquinha,1,1991-07-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,6655.80712890625,336.399124370435,551,183,IBGE - Censo Demográfico 2010,0,4.2,24,4,336.39912437,6655.80743882
365,365,777,Lagoa da Barra,0,Isolada,1,2002-12-11T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1746.857421875,174.621040404762,67,21,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,174.62104041,1746.85798128
366,366,616,Ilha da Gigóia,0,Isolada,1,1995-06-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1088.03857421875,154.864222771247,97,38,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,154.86422277,1088.03860642
367,367,776,Ilha da Gigóia - Lote 500,0,Isolada,1,2002-12-11T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,880.60302734375,124.41919055535,97,38,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,124.41919056,880.60293134
368,368,741,"Rua Castro Menezes, nº 928",2030,Morro da Guaíba,1,2003-01-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1380.44287109375,156.488142362048,25,8,IPP com base em IBGE - Censo Demográfico 2010,0,3.5,11,3,156.48814237,1380.44295387
369,369,936,"Rua Pereira de Figueiredo, nº 630",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1031.462890625,155.375791315292,103,32,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,155.37579131,1031.46302376
370,370,331,Faz Quem Quer (RA - Anchieta),2071,Parque Criança Esperança,1,1982-06-30T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,19578.6079101562,756.333410054151,767,236,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,22,3,756.33341005,19578.6084639
371,371,715,Fazenda Cassiana,0,Isolada,1,2002-04-29T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,195826.588867188,2609.82770574364,2754,782,IBGE - Censo Demográfico 2010,0,5.3,19,5,2609.82770574,195826.588966
372,372,1025,Manguariba III,0,Isolada,1,2009-03-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,44582.2841796875,1365.87904695111,501,158,IBGE - Censo Demográfico 2010,0,5.3,19,5,1365.87904695,44582.2837164
373,373,642,Bairro Agulhas Negras,0,Isolada,1,2000-10-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,131370.756835938,2337.75353296873,3016,838,IBGE - Censo Demográfico 2010,0,5.2,18,5,2337.75353297,131370.75744
374,374,848,Estrada da Cachamorra (altura da Av. Mario Pedrosa),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,3815.77099609375,671.470253531022,440,154,IBGE - Censo Demográfico 2010,0,5.2,18,5,671.47025354,3815.77272973
375,375,731,Bairro Fernão Magalhães,0,Isolada,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,25806.3251953125,756.145002569791,384,118,IBGE - Censo Demográfico 2010,0,5.2,18,5,756.14500257,25806.3231375
376,376,843,Bairro São Sebastião,2124,Bosque dos Caboclos,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,19694.4248046875,750.956846894095,346,100,IBGE - Censo Demográfico 2010,0,5.2,18,5,750.9568469,19694.42491
377,377,844,Bosque dos Caboclos,2124,Bosque dos Caboclos,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,24431.1845703125,851.553677284664,365,113,IBGE - Censo Demográfico 2010,0,5.2,18,5,851.55367729,24431.1841113
378,378,841,Ocupação Olga Benário Prestes,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,9710.5166015625,414.068193858562,286,81,IBGE - Censo Demográfico 2010,0,5.2,18,5,414.06819386,9710.5163041
379,379,291,Vila Comari,2131,Vila Mangueiral,1,1981-09-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,15291.4912109375,980.429265530734,364,114,IBGE - Censo Demográfico 2010,0,5.2,18,5,980.42926553,15291.4901539
380,380,386,Vila Mangueiral,2131,Vila Mangueiral,1,1985-04-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,84944.3251953125,1917.54397664872,2226,687,IBGE - Censo Demográfico 2010,0,5.2,18,5,1917.54397664,84944.3259487
381,381,842,Comari,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4700.212890625,374.59136208112,47,13,IBGE - Censo Demográfico 2010,0,5.2,18,5,374.59136208,4700.21305946
382,382,641,Luis Fernando Victor Filho,0,Isolada,1,2000-10-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,256670.697265625,4929.33941374609,2550,731,IBGE - Censo Demográfico 2010,0,5.3,19,5,4929.33941372,256670.69753
383,383,303,Margem do Canal de São Francisco,0,Isolada,1,1981-10-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,14734.8999023438,1599.32903009399,215,60,IBGE - Censo Demográfico 2010,0,5.3,19,5,1599.3290301,14734.8985813
384,384,1104,Higienópolis,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,79880.2734375,5785.80569268066,1333,423,IBGE - Censo Demográfico 2010,0,5.3,19,5,5785.80569269,79880.2716341
385,385,297,"Avenida João XXIII, nº 300",0,Isolada,1,1981-09-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,66098.1259765625,1912.57945264864,660,209,IBGE - Censo Demográfico 2010,0,5.3,19,5,1912.57945266,66098.1246935
386,386,798,Parque Horto Florestal,0,Isolada,1,2004-01-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,85154.2993164062,1489.70387727308,1113,350,IPP com base em IBGE - Censo Demográfico 2010,0,5.3,19,5,1489.70387727,85154.3011028
387,387,299,Coréia (RA - Santa Cruz),0,Isolada,1,1981-09-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8985.67138671875,429.993971205748,221,68,IBGE - Censo Demográfico 2010,0,5.3,19,5,429.99397121,8985.67190185
388,388,554,Barreira,0,Isolada,1,1991-12-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,68312.9453125,1282.28314812796,1256,379,IBGE - Censo Demográfico 2010,0,5.3,19,5,1282.28314813,68312.9446184
389,389,306,Vala do Sangue,0,Isolada,1,1981-09-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,77218.7236328125,3059.37916764512,1346,393,IBGE - Censo Demográfico 2010,0,5.3,19,5,3059.37916764,77218.7232735
390,390,639,Novo Camarão,0,Isolada,1,2000-08-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,218757.780273438,4635.76593821918,3520,1018,IPP com base em IBGE - Censo Demográfico 2010,0,5.3,19,5,4635.76593821,218757.780296
391,391,1020,Avenida 5 - Tijolinho,0,Isolada,1,2009-03-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4119.52978515625,557.908819186436,86,31,IPP com base em IBGE - Censo Demográfico 2010,0,5.3,19,5,557.90881918,4119.5299
392,392,298,Beco da Guarda,0,Isolada,1,1981-10-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,52794.837890625,1698.15141424474,955,268,IBGE - Censo Demográfico 2010,0,5.3,19,5,1698.15141426,52794.8365537
393,393,1001,Morro da Faxina,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,11271.8544921875,483.122739991922,147,47,IBGE - Censo Demográfico 2010,0,5.3,19,5,483.12273999,11271.8543081
394,394,1002,Mina,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,13761.2255859375,505.714687463769,264,78,IBGE - Censo Demográfico 2010,0,5.3,19,5,505.71468746,13761.2253446
395,395,1107,Travessa Claudio Franco,0,Isolada,1,2013-08-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1631.75244140625,235.587690118361,26,8,IPP,0,5.3,19,5,235.58769012,1631.75215462
396,396,647,Cascatinha,0,Isolada,1,2002-03-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,57899.3095703125,2279.30780494609,1161,350,IBGE - Censo Demográfico 2010,0,4.2,24,4,2279.30780496,57899.3111217
397,397,1034,Da Curva,0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,11364.5551757812,825.502963119576,83,23,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,825.50296312,11364.5540288
398,398,390,Rio Morto,0,Isolada,1,1990-11-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,26296.4453125,1638.89780630391,1198,343,IBGE - Censo Demográfico 2010,0,4.2,24,4,1638.89780631,26296.4449038
399,399,363,Beira do Canal,0,Isolada,1,1988-10-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,48318.8583984375,3055.56717918881,1233,380,IBGE - Censo Demográfico 2010,0,4.2,24,4,3055.56717918,48318.8602692
400,400,1011,"Rua Zenitildes Alves Meira, nº L33",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1304.1025390625,179.031812207559,35,8,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,179.03181221,1304.10172312
401,401,756,Hélio Oiticica,0,Isolada,1,2002-12-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8691.71484375,381.425070950775,180,55,IBGE - Censo Demográfico 2010,0,4.2,24,4,381.42507095,8691.71451505
402,402,1035,"Rua Paulo Roberto Matheus, Lote 7",0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7363.78271484375,658.880725771789,75,24,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,658.88072576,7363.78338011
403,403,546,Palmares,0,Isolada,1,1991-08-29T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,58538.1689453125,1044.57726339128,1224,382,IBGE - Censo Demográfico 2010,0,4.2,24,4,1044.57726339,58538.1670772
404,404,1012,Comunidade Luz Divina,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3265.380859375,373.617971112552,118,31,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,373.61797111,3265.38039441
405,405,1036,Vista da Pedra,0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4041.349609375,387.842634767132,100,39,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,387.84263476,4041.35087691
406,406,459,A.M. e Amigos do Fontela,0,Isolada,1,1995-05-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,107182.210449219,3963.76283478502,1652,500,IBGE - Censo Demográfico 2010,0,4.2,24,4,3963.76283478,107182.21351
407,407,266,Boqueirão,0,Isolada,1,1981-09-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,14188.2294921875,1323.57076806819,76,31,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,17,5,1323.57076806,14188.2286337
408,408,381,Nova Kennedy,0,Isolada,1,1985-05-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,Vila Kennedy,90156.5053710938,1698.01126731581,3206,923,IBGE - Censo Demográfico 2010,0,5.1,17,5,1698.01126732,90156.5048014
409,409,542,"Estrada Sargento Miguel Filho, nº 164",0,Isolada,1,1991-10-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Vila Kennedy,8255.482421875,444.161741052838,251,81,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,17,5,444.16174105,8255.48250615
410,410,280,Vila Progresso,2116,Alto Kennedy,1,1981-10-06T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Vila Kennedy,58797.3525390625,1243.24023969069,1497,484,IBGE - Censo Demográfico 2010,0,5.1,17,5,1243.24023968,58797.3471193
